분류,제목,등록일
일일동향,"EU, 호라이즌 유럽 사업계획(2023-2024) 설명회 개최",2023-02-01
일일동향,"우간다, 킹피셔(Kingfisher) 유전 지역 석유 시추 개시",2023-02-01
일일동향,"독일 RWE社, 나미비아 생산 그린암모니아 구매 계약 체결",2023-02-01
일일동향,"앙골라, 신재생에너지 생산을 위한 20억 미불 금융 계약 체결",2023-02-01
일일동향,소말리아 에너지·자원 및 국제협력 현황,2023-02-03
일일동향,EU 그린딜 산업계획 관련 독일내 입장,2023-02-03
일일동향,"러시아, 중앙아시아 경우 對파키스탄 및 아프간 가스 수출 고려",2023-02-03
일일동향,서부캐나다 수소/연료전지 동향,2023-02-03
일일동향,"일본, 배타적경제수역(EEZ)내 해상풍력발전 시설 설치 위해 국내법 정비 검토",2023-02-07
일일동향,"체코, 원전 2기 동시 건설 검토",2023-02-07
일일동향,"미국, Freeport LNG 재가동 관련 동향",2023-02-08
일일동향,"헝가리, Paks 2 원전 건설 관련 동향",2023-02-08
일일동향,"마다가스카르, 미네랄 샌드 개발 현황",2023-02-08
일일동향,"오만, 중국과 오만산 LNG 4년 공급계약 체결",2023-02-10
일일동향,"카타르, 브라질 해상 탐사 블록 획득",2023-02-10
일일동향,"카타르, 일본과 카타르 해상 유전 개발 및 생산 계약 체결",2023-02-10
일일동향,"영국 재무부, 러산 정유 제품에 대한 가격상한제 시행 발표",2023-02-13
일일동향,"러 로스네프트社, 사할린-1 프로젝트에서 생산활동 재개 발표",2023-02-13
일일동향,"아제르바이잔, 제9차 남부가스회랑(SGC) 자문위원회 개최",2023-02-13
일일동향,"일본 정부, 탈탄소 발전소 지원제도 개시 방침 발표",2023-02-13
일일동향,2023년 미 신규 발전용량(54.5GW)의 54% 태양광 용량으로 추가 전망,2023-02-15
일일동향,"탄자니아 광물부, 희토류 탐사 소요 예산 3배 증액 계획 발표",2023-02-15
일일동향,"폴란드, 2021년 기준 유럽내 생산된 전기차 배터리의 30% 생산",2023-02-15
일일동향,"인도 광산부, 리튬 590만 톤 매장지 발견 공식 발표",2023-02-16
일일동향,"카자흐스탄 정부, 석유제품 수출 4개월 금지 계획 발표",2023-02-17
일일동향,필리핀 석유 수요 2031년까지 연 3.4% 성장 전망,2023-02-20
일일동향,"독일 연방에너지청, 에너지전환 로드맵 마련",2023-02-20
일일동향,"미 LA 시의회, 가스 발전소를 수소 발전소로 교체하는 계획 승인",2023-02-20
일일동향,"러시아 정부, 셸의 사할린-2 프로젝트 지분 매각 진행 예정",2023-02-20
일일동향,"짐바브웨, 비가공 기본광물원석 수출금지 조치 발표",2023-02-21
일일동향,"짐바브웨, 중국 Suzhou社와 합작 리튬 광석 처리 공장 설립 추진",2023-02-21
일일동향,"스페인, EU 집행위에 EU 전력시장 개편안 제안/독일 등 7개국 반대",2023-02-23
일일동향,"이라크 전력부, GE와 전력 시스템 개발을 위한 양해각서 체결",2023-02-23
일일동향,"튀르키예, ‘수소기술 전략 및 로드맵’ 발표",2023-02-23
일일동향,"폴란드 기후환경부, 원자력개발팀 설립에 관한 장관령 발표",2023-02-27
일일동향,"쿠웨이트 정유제품 수출, 알-주르 정유시설 본격 운영시 3배 이상 증가 전망",2023-02-27
일일동향,아제르바이잔 밍가체비르 화력발전소 기공식 개최,2023-03-02
일일동향,"아제르바이잔, 對이탈리아 가스 공급 확대 예정",2023-03-02
일일동향,"파키스탄, TAPI 프로젝트 신속한 진행 의지 표명",2023-03-02
일일동향,루마니아 내 유럽 최대 규모 태양광 발전 단지 건설 추진,2023-03-02
일일동향,"조코위 인도네시아 대통령, 차기 정권에서도 자국 광물 산업의 다운스트림화 정책 지속할 필요성 강조",2023-03-02
일일동향,"프랑스 Perenco社, 가봉 포르장티 LNG 생산시설 건설에 10억달러 투자할 계획",2023-03-02
일일동향,"탄자니아, 최근 3년간 광물 수익으로 약 4조원 수익 기록",2023-03-02
일일동향,"호주 광물회사 BHP社, 탄자니아 니켈 프로젝트에 추가 투자",2023-03-02
일일동향,"이란, 리튬 매장량 최초 발견 발표",2023-03-06
일일동향,"마다가스카르, 신규 광물 반출 수수료 과세안 추진",2023-03-06
일일동향,"핀란드 광물공사, Sokli 광산 내 희토류 및 인산염 부존 연구 결과 발표",2023-03-08
일일동향,이라크 1-2월 원유 수출 동향,2023-03-08
일일동향,"숄츠 독일 총리, 연방정부 비공개 특별각료회의에서 신재생에너지 공급 확대에 있어 ‘빠른 속도’강조",2023-03-10
일일동향,"독일 연방경제기후보호부, 2024년부터 가스 및 기름보일러 금지를 포함한 건물에너지법(GEG) 개정안 추진",2023-03-10
일일동향,"덴마크 정부, 2023년 9GW 규모의 해상풍력 단지 입찰 계획 언급",2023-03-10
일일동향,"볼리비아 리튬직접추출(DLE) 프로젝트, 금년 8월 개시 전망",2023-03-10
일일동향,"루마니아 국영원자력공사, 체르나보더 원전 1호기 설비개선을 위한 6.5천만 불 상당 신규 계약 체결",2023-03-13
일일동향,"독일 AE Solar社, 루마니아 내 태양광 에너지 발전소 건립에 10억 유로 투자",2023-03-13
일일동향,"미 에너지부 장관, 중공업 탈탄소화 60억 달러 지원 계획 발표",2023-03-13
일일동향,"유럽 11개국, 원자력 에너지 분야 협력 강화 합의",2023-03-14
일일동향,"덴마크 European Energy社, 덴마크 남부 지역에 세계 최대 규모 친환경 메탄올 공장 건설 추진중",2023-03-15
일일동향,"덴마크, 세계 최초로 해저에 CO2 저장",2023-03-17
일일동향,"볼리비아 포토시 시민위원회, 리튬 생산 로열티 관련 법안 통과 요구하며 파업",2023-03-17
일일동향,"독일 폭스바겐, 캐나다 온타리오주에 북미 첫 번째 전기차 배터리 생산 공장 건설할 계획",2023-03-17
일일동향,"투발루, 덴마크 주도 석유·가스 단계적 퇴출 동맹(BOGA) 가입",2023-03-17
일일동향,짐바브웨 Step aside 리튬 광산 개발 동향,2023-03-20
일일동향,EU의 2035년 내연차 금지 규정 관련 독일 대내외 동향,2023-03-20
일일동향,"오만수소공사, 그린수소 프로젝트 개발사들과 투자계약조건 체결",2023-03-20
일일동향,"우즈베키스탄 에너지부 장관, 중국 방문 계기 태양광발전소 설립 협약 체결",2023-03-20
일일동향,"인도네시아 석유가스공사, Chevron과 탄소포집저장(CCS)기술 공동 개발 추진",2023-03-21
일일동향,"아프리카개발은행(AfDB), 탄자니아 수력발전 사업에 161.47백만불 차관 지원",2023-03-21
일일동향,루마니아 체르나보더 원전 3기·4기 신규 건설 사업 지원 협약 승인,2023-03-21
일일동향,모잠비크 카보델가두 천연가스전 개발 동향,2023-03-22
일일동향,앙골라 원유 생산·수출 동향,2023-03-22
일일동향,"쿠웨이트국영석유공사(KPC), 일부 아시아 정유사에 원유 공급 감축 계획 전달",2023-03-23
일일동향,콜롬비아 Canacol Energy社 신규 가스전 3개 발견,2023-03-23
일일동향,"핀란드 Fortum, 英 Rolls-Royce와 SMR 협력 MoU 체결",2023-03-23
일일동향,"이탈리아 Snam社, 북아프리카산 그린수소 독일 공급 예정",2023-03-27
일일동향,"독일 폭스바겐, 전기차 공장 건설에 IRA 보조금 수령 전망",2023-03-27
일일동향,아제르바이잔 ‘바쿠 여름 에너지 학교(Baku Summer Energy School)’ 개최 안내,2023-03-27
일일동향,"미국정부, 알래스카 석유시추사업(Willow 프로젝트) 승인",2023-03-27
일일동향,2022년 미국 석유제품 수출 최고치 기록,2023-03-28
일일동향,일-미 핵심광물 공급망 강화 협정 발표,2023-03-29
일일동향,칠레 국영리튬공사 설립 동향,2023-03-29
일일동향,EU 에너지이사회(3.28) 주요 결과,2023-03-31
일일동향,"예멘 국영석유회사, GE와 가스터빈 판매계약 체결",2023-04-03
일일동향,"1-2월 러시아의 對중 백금·팔라듐 수출, 전년 동기 대비 각 279배, 8.5배 증가",2023-04-03
일일동향,덴마크-독일 수소관 건설 협정 체결,2023-04-05
일일동향,"덴마크 정부, 가스 보일러 퇴출 지원금 추가 배정",2023-04-05
일일동향,"러 로스네프트-인도석유공사, 對인도 석유 공급 확대와 유종 다변화 위한 합의서 체결",2023-04-07
일일동향,"칠레 에너지장관, 유럽 3개국 순방 계기 그린수소 분야 협력 도모",2023-04-07
일일동향,"칠레국영석유회사(ENAP), 그린수소 파일럿 프로젝트 추진",2023-04-07
일일동향,"이라크 중앙정부-KRG 대표단, KRG 원유 수출 재개 합의",2023-04-12
일일동향,이라크 카르발라 정유공장 준공식 개최,2023-04-12
일일동향,"해리스 미 부통령, 탄자니아 방문 계기 핵심광물 협력 강화",2023-04-13
일일동향,"중국천연자원社(CNR), 짐바브웨 리튬 광산 인수",2023-04-13
일일동향,"영국계 Marula Mining社, 짐바브웨 구리·리튬 채굴업 진출위해 현지 합작기업 설립",2023-04-13
일일동향,"영국, 원자력청 출범",2023-04-13
일일동향,"카타르에너지공사, 북부가스전 확장 동부 프로젝트(NFE) 투자파트너로 중국 시노펙 추가 선정",2023-04-14
일일동향,"우즈베키스탄, 사우디 ACWA Power와 태양광 발전소 및 에너지 저장소 건설 투자 협약 체결",2023-04-14
일일동향,미 Freeport LNG 정상화 및 3월 LNG 월간 수출 최고치 기록,2023-04-17
일일동향,"러시아 정부, 노바텍의 사할린-2 프로젝트 지분 27.5% 인수 승인",2023-04-17
일일동향,미국의 재생경유(Renewable Diesel) 생산 증가세 지속,2023-04-17
일일동향,"독일, EU의 대러 제재에 러시아산 우라늄 포함 추진",2023-04-20
일일동향,"마다가스카르 광물부, 금 수출 및 광물 면허 발급·갱신 재개",2023-04-20
일일동향,"탄자니아 정부, 호주 3개社와 광산개발사업 기본협정 체결",2023-04-20
일일동향,"독일 산업·연구계, EU 배터리 여권 관련 제안서 초안 발표",2023-04-21
일일동향,"민주콩고-미국, 전기차 배터리 가치사슬 협력 방안 논의",2023-04-26
일일동향,"독일 정부, 친환경 철강 프로젝트에 10억 유로 보조금 지원",2023-04-26
일일동향,캐나다 폭스바겐 전기차 배터리 공장 설립 추진 동향,2023-04-26
일일동향,"미국 에너지부, ‘아프리카 청정에너지 교육 센터’ 운영국으로 가나 선정",2023-04-26
일일동향,"이라크, 중앙정부-쿠르드 지방정부(KRG)간 합의 불구, 원유 수출 재개 난항",2023-04-26
일일동향,앙골라석유·가스·바이오연료관리청-앙골라 국영석유기업-ExxonMobil社간 MOU 체결,2023-04-26
일일동향,"독일 연방내각, 에너지효율법 및 건물에너지법 채택",2023-04-27
일일동향,"덴마크 연립정부, 기후목표 상향 및 재생에너지 확대 계획 발표",2023-05-03
일일동향,제2회 북해 정상회의(North Sea Summit) 주요 결과,2023-05-03
일일동향,튀르키예 사카리아 가스전 개발 동향,2023-05-04
일일동향,튀르키예 악쿠유 제1원전 핵연료 장전,2023-05-04
일일동향,캐나다 Coastal Gaslink 일부 공사 잠정 중단,2023-05-04
일일동향,탄자니아 투자법 개정 동향,2023-05-09
일일동향,"미 연방에너지규제위원회(FERC), 텍사스 남부 LNG 수출터미널 건설 승인",2023-05-09
일일동향,"일본-프랑스, 원자력 협력 공동성명에 서명",2023-05-09
일일동향,칠레 정부의 ‘국가리튬전략’ 발표 후속 조치 동향,2023-05-09
일일동향,"독일 연방경제부, 산업용 전기요금제 제안 발표",2023-05-10
일일동향,아제르바이잔의 對유럽 가스 공급 확대 동향(STRING Initiative MOU 체결),2023-05-12
일일동향,"오만-벨기에, 그린수소 인증 시험 프로젝트 시행 합의",2023-05-12
일일동향,"독일 연방정부, 스웨덴 노스볼트社의 독일 내 기가팩토리 건설 지원 발표",2023-05-15
일일동향,아세안 역내 전기차 생태계 개발을 위한 정상선언 채택,2023-05-15
일일동향,동아프리카송유관사업(EACOP) 추진 동향,2023-05-17
일일동향,칠레 광업로열티 개정안 상원 통과,2023-05-17
일일동향,마다가스카르 광물법 개정안 의회 통과,2023-05-17
일일동향,"짐바브웨 정부, 리튬 선광 관련 신규 정책 승인",2023-05-17
일일동향,"남아공 광물자원에너지부, 신규 원전 등 발전설비 증설 계획 발표",2023-05-22
일일동향,"러시아 정부, ‘극동 노선(Far Eastern Route)’ 관련 러-중간 협정 승인",2023-05-22
일일동향,"美 화학기업 DOW社, 텍사스 내 소형모듈식원자로 건설 추진",2023-05-24
일일동향,지열에너지 개발을 위한 폐탄광 활용 동향,2023-05-24
일일동향,"덴마크 에너지청, 대규모 CCUS 사업 개발사로 Orsted社 선정",2023-05-25
일일동향,"덴마크 European Energy社, 세계 최대 규모 e-메탄올 공장 건설 착공",2023-05-25
일일동향,"일본-영국, 재생에너지 파트너십을 위한 공동성명 발표",2023-05-25
일일동향,미 알래스카주 ‘탄소 수익화 법안’ 상·하원 통과,2023-05-25
일일동향,"인도네시아 정부, 원광 수출 금지 정책 완화 및 조건부 시행",2023-05-25
일일동향,사우디 태양광 프로젝트 추진 동향,2023-06-01
일일동향,"사우디 네옴그린수소회사(NGHC), 세계 최대 규모 그린수소 플랜트 건설을 위한 금융 종결 달성",2023-06-01
일일동향,"러시아 노바텍社, 북극 LNG-2用 가스터빈을 미국산에서 중국산으로 변경",2023-06-02
일일동향,"독일 연방경제기후보호부, 육상풍력전략 발표",2023-06-02
일일동향,"핀란드 국영에너지기업 Gasum社, 러시아 Gazprom과의 장기가스공급계약 파기",2023-06-02
일일동향,"콜롬비아 보고타시, 수소버스 시범사업 추진",2023-06-02
일일동향,캐나다-일본 기업간 저탄소 암모니아 수출 프로젝트 MOA 체결,2023-06-05
일일동향,오만 그린수소 플랜트 부지 제1차 공개입찰 결과 Amnah 컨소시엄 낙찰,2023-06-05
일일동향,"독일-덴마크, 해상풍력 인프라 공동사용협정 체결",2023-06-05
일일동향,"독일-프랑스 합작 배터리 기업 ACC, 프랑스에 기가팩토리 준공",2023-06-05
일일동향,"독일 작센주 프라이베르크 대학, 독일 최초로 합성연료(e-fuel) 생산",2023-06-05
일일동향,캐나다 Ksi Lisims LNG 사업 추진 동향,2023-06-07
일일동향,"나미비아 정부-독일 수소기업, 그린수소 사업 협정 체결",2023-06-07
일일동향,"앙골라 정부, 연료 보조금 축소 조치 시행",2023-06-09
일일동향,"독일 연방경제기후보호부, 기후보호계약 가이드라인 발표",2023-06-09
일일동향,"스폐인, 러시아산 원유 수입 중단으로 중남미산 원유 수입 증대",2023-06-12
일일동향,"아제르바이잔-사우디아라비아, 에너지분야 협력 강화",2023-06-12
일일동향,"EU-아르헨티나,‘지속가능한 원자재 공급망에 관한 전략적 파트너십 MOU’ 서명",2023-06-16
일일동향,"덴마크 정부, 그린수소 수송 인프라 소유 및 운영 계획 발표",2023-06-16
일일동향,"독일 연방내각, 건물에너지법 수정안 합의",2023-06-16
일일동향,"유럽의회 본회의, 배터리 및 폐배터리 규정 의결",2023-06-16
일일동향,"독일-EU, 독일 철강회사 티센크루프에 대한 수소 국가보조금 1차 합의 도달",2023-06-19
일일동향,스페인-네덜란드 그린 수소 회랑 구축 추진 동향,2023-06-19
일일동향,러시아 사하공화국 레나강 대형 유류 유출 사고 발생,2023-06-21
일일동향,"러시아, 말라위 원자력 발전소 건설에 2,000만불 지원 약속",2023-06-21
일일동향,"이라크, 카야라 유전 생산 재개",2023-06-21
일일동향,"쿠웨이트국영석유회사(KOC), 향후 5년간 신규 석유프로젝트에 130억KD 지출할 계획",2023-06-21
일일동향,"폴 원자력청(PAA)-캐 원자력규제위원회(CNSC), SMR 부문 ToR 체결",2023-06-21
일일동향,"인도네시아 정부, 원광수출금지 지속 추진 의지 재확인",2023-06-22
일일동향,"카타르, 수리남 연안 탐사 진출",2023-06-27
일일동향,"아르헨티나, ""Nestor Kirchner"" 가스관사업 1단계 공사 완료",2023-06-27
일일동향,"칠레, 그린수소 개발을 위한 10억불 금융 프로젝트 발표",2023-06-27
일일동향,"독일, 태양광 산업 지원 계획 발표",2023-06-30
일일동향,"유럽의 LNG 수입량, PNG 수입량 추월(5월 기준)",2023-07-03
일일동향,"美 GE, 러시아 화력발전소에 공급한 가스터빈 A/S 중단 확인",2023-07-03
일일동향,"독일 바스프, 브란덴부르크州에 유럽 최초 배터리 양극재 공장 건설",2023-07-04
일일동향,"독일 연방디지털교통부, 전기차 충전인프라 지원 계획 발표",2023-07-04
일일동향,"탄자니아 Taifa Gas社, 100백만불 규모 잠비아 LPG 제조 공장 건설 추진",2023-07-05
일일동향,"쿠웨이트, 이란의 Durra 유전 개발 계획 발표에 반대 입장 표명",2023-07-05
일일동향,"투르크메니스탄, 對중국 가스 수출액 증가",2023-07-05
일일동향,"조코위 인도네시아 대통령, 호주 국빈방문에서 공급망 논의",2023-07-06
일일동향,"인도네시아, 니켈 카르텔 구상 관련 3개국과 논의 중",2023-07-06
일일동향,"덴마크-독일, 본홀름 에너지섬 사업 관련 정부간 협정 체결",2023-07-10
일일동향,"덴마크 기후에너지부, 북해 에너지섬 정부 입찰 보류",2023-07-10
일일동향,"덴마크 기후에너지부, Energinet社 수소 수송관 건설 사업 승인",2023-07-10
일일동향,영국 노동당 재생에너지 공약 발표,2023-07-11
일일동향,사우디 네옴 신도시 그린수소 사업 추진 동향,2023-07-11
일일동향,"일본, 제재상황에서도 러 에너지프로젝트에 엔지니어링 서비스 제공 결정",2023-07-12
일일동향,"사할린-2 프로젝트, 신규 가스펌핑복합시설 운영 개시",2023-07-12
일일동향,"스위스-이탈리아, 가스공급안보 협력 양해각서 체결",2023-07-14
일일동향,"인도네시아, 호주산 리튬 수입량 2배 확대 추진",2023-07-14
일일동향,"사우디국부펀드(PIF)-프랑스 ENGIE社, 그린수소 협력 양해각서 체결",2023-07-19
일일동향,"독일 연방경제기후보호부, 보쉬(BOSCH)社 수소프로젝트에 1억 6,100만 유로 지원 승인",2023-07-19
일일동향,"독일 정부, 7월 내 국가수소전략 개정안 채택 전망",2023-07-19
일일동향,"이라크-Total Energy社, 가스성장통합프로젝트(GGIP) 계약 체결",2023-07-19
일일동향,"이라크-이란, 이란産 가스 수입 대금 지불 방안에 합의",2023-07-19
일일동향,EU의 對러시아 11차 제재下 카자흐産 석유 수출 추진 동향,2023-07-19
일일동향,"러시아-우즈베키스탄, 가스 공급 계약 체결",2023-07-21
일일동향,"러시아 로사톰社, 우즈베키스탄 최초 원전 건설 추진",2023-07-21
일일동향,칠레 리튬 수출 및 시장 동향,2023-07-21
일일동향,유럽투자은행(EIB)의 마다가스카르 전력 부문 지원 동향,2023-07-25
일일동향,"국제투자분쟁해결센터(ICSID), 탄자니아 정부에 호주 채굴회사 대상 피해보상액 지급 판결",2023-07-25
일일동향,"美 가스회사 NextDecade, Rio Grande LNG 수출 시설 최종 투자 결정",2023-07-25
일일동향,"노르웨이 Eco Stor, 독일 작센-안할트州에 유럽 최대 규모 에너지저장시설 건설 계획 발표",2023-07-26
일일동향,"美 수출입은행, 앙골라 태양광 발전 분야에 9억불 자금 지원 승인",2023-07-26
일일동향,"앙골라 국영석유기업 Sonangol, 中 CNCEC와 Lobito 정유소 건립 MOU 체결",2023-07-26
일일동향,"덴마크 에너지청, 가스전 사업권 소규모 공개입찰 개시",2023-07-27
일일동향,"러 노바텍社, 북극 LNG-2 프로젝트용 제1트레인(train) 모듈 해상운송 개시",2023-07-27
일일동향,"베트남 자원환경부, 중장기 광물 탐사·채굴·가공 계획 발표",2023-07-31
일일동향,"독일 연방정부, 국가수소전략 개정안 채택",2023-08-01
일일동향,"호주 뉴사우스웨일즈(NSW)주, 내수용 석탄 가격 상한제 재도입 여부 검토를 위한 의견수렴절차 개시",2023-08-02
일일동향,"핀란드 광물공사, 중국기업과 배터리 양극재 공장추진 발표",2023-08-04
일일동향,"마다가스카르 재무부, 프랑스 개발청 및 EU와 농촌 지역 전력화 원조 협약 체결",2023-08-04
일일동향,"러시아, 상반기 천연가스 생산량 전년 동기 대비 10% 감소",2023-08-07
일일동향,"베네수엘라, 연료난으로 산업용 디젤 가격 인하",2023-08-07
일일동향,"칠레 에너지부, 「e-mobility 발전 로드맵」 발표",2023-08-09
일일동향,"독일 최대 가스업체 유니퍼, 2040년까지 탄소중립 목표 발표",2023-08-10
일일동향,마다가스카르 볼로브(Volobe) 수력발전소 건설 동향,2023-08-10
일일동향,"쿠웨이트-오만 합작 Duqm 정유공장, 2023년말 가동 예정",2023-08-10
일일동향,"가나, 원자력 발전소 설립을 위한 규제 마련중",2023-08-11
일일동향,"불가리아 정부, Kozloduy 신규 추진 원전을 국가 중요 시설로 지정",2023-08-11
일일동향,"일본 주고쿠전력, 사용후핵연료 중간저장시설 건설 검토 발표",2023-08-11
일일동향,"독일 연방정부, 2024년도 기후전환기금 576억 유로 투자 계획",2023-08-16
일일동향,"러시아 정부, AFK Sistema 그룹과 수소에너지 발전 의향서 체결",2023-08-16
일일동향,"SOCAR-Total-ADNOC, 아제르바이잔 압쉐론 가스전 지분 매매계약 체결",2023-08-17
일일동향,"아부다비개발펀드(ADFC), 탄자니아 전력망 확장 사업에 30백만불 차관 지원",2023-08-17
일일동향,"중국 전기차 배터리 제조기업 Huayou社, 서부사하라 내 200억불 투자 계획",2023-08-17
일일동향,"인도네시아 해양투자조정장관, 방미 계기 니켈 공급망 등 논의",2023-08-18
일일동향,"가봉 정부, 영국 석유회사 Tullow Oil의 자국내 석유 개발 면허 2046년까지 연장 승인",2023-08-18
일일동향,"호주-미 캘리포니아주, 기후행동 및 청정에너지전환 MOU 체결",2023-08-21
일일동향,"폴란드 PGE PAK社, 원전 건설에 대한 기본 결정 신청서 제출",2023-08-22
일일동향,"칠레 월마트, 중남미 최초 그린수소 생산공장 준공",2023-08-22
일일동향,탄자니아 내 호주-중국 기업간 광물자원 장기 계약 체결 동향,2023-08-23
일일동향,"이라크 정부, 살라알딘州 Baiji 정유소 재건 추진",2023-08-23
일일동향,카메룬 Nachtigal 수력발전댐 시운전 개시,2023-08-25
일일동향,"EU, 인도네시아 바이오디젤 우회 수출 조사 착수",2023-08-25
일일동향,사우디 태양광 발전 사업(세계 최대 규모) ‘슈아이바 프로젝트’ 추진 동향,2023-08-28
일일동향,중국 후난성 고순도 희토류 사업 프로젝트 추진 동향,2023-08-28
일일동향,콜롬비아 비차다州의 희토류 생산 프로젝트 추진 동향,2023-08-30
일일동향,아제르바이잔의 對유럽 가스 수출 확대 추진 동향,2023-08-30
일일동향,"덴마크 기후에너지부, 탄소 포집·활용·저장(CCUS) 관련 신규 개발 계획 발표",2023-08-31
일일동향,호주 Asia Pacific World Hydrogen Summit & Exhibition 개최 안내,2023-09-01
일일동향,"모로코, 유럽 그린수소 수요의 5% 이상 공급 전망",2023-09-04
일일동향,"올해 1-7월 누적 EU의 러시아産 LNG 수입액, 2021년 동기 대비 40% 증가",2023-09-04
일일동향,"투르크메니스탄 갈키니시 가스전, 완공 시 연 생산규모 200bcm 도달 전망",2023-09-05
일일동향,"투르크메니스탄, 對중국 천연가스 수출액 증가",2023-09-05
일일동향,볼리비아리튬공사 신임 사장 임명,2023-09-05
일일동향,"아제르바이잔-우즈베키스탄, 에너지협력 로드맵 체결",2023-09-06
일일동향,마다가스카르 광물 수출 동향,2023-09-06
일일동향,마다가스카르 툴레아 지역내 대형 태양광 발전소 개소,2023-09-06
일일동향,호주 NSW주 석탄 로열티 인상,2023-09-08
일일동향,"러시아, 푸틴 대통령 주재 무르만스크 LNG 프로젝트 협의회 개최",2023-09-12
일일동향,러시아 가즈프롬의 동부 가스 프로그램 추진 동향,2023-09-12
일일동향,모로코-나이지리아 가스관(MNGP) 사업 추진 동향,2023-09-12
일일동향,"KPC-Aramco, Durra 해상 가스전 기본설계(Pre-FEED) 업체 선정",2023-09-14
일일동향,"독일 총리, 독일 내 신규 원전건설 요구 일축",2023-09-14
일일동향,"아일랜드-영국, 에너지 협력 강화를 위한 MOU 체결",2023-09-18
일일동향,"인도네시아, 미국에 핵심광물 무역협정 논의 개시 제안",2023-09-18
일일동향,"유럽 내 태양광 모듈 가격, 역대 최저치로 하락세",2023-09-19
일일동향,"독일 기업, 우크라이나 체르노빌 인근에 풍력단지 개발 추진",2023-09-19
일일동향,미 재무부 대러 제재 발표에 북극 LNG-2 사업 관련 기업 대거 포함,2023-09-20
일일동향,"러 원유 해상수출, 9월 정유공장 정기 보수점검으로 전월 대비 증가",2023-09-20
일일동향,"BW Energy, 가봉 Hibiscus/Ruche 해상 유전에서 4번째 유정 생산 개시",2023-09-20
일일동향,가나 원자력 발전소 건설 추진 동향,2023-09-21
일일동향,"러시아, 휘발유 및 경유 한시적 수출금지 발효(효력기한 불특정)",2023-09-22
일일동향,독일 모어부르크 석탄발전소 부지 그린수소 허브 전환 프로젝트 추진 동향,2023-09-27
일일동향,일본-캐나다 축전지 공급망 관련 협력각서 체결,2023-09-27
일일동향,"미 캘리포니아주, 대기업 대상 Scope 3 온실가스 배출량 공시 의무화 법안 추진",2023-10-05
일일동향,"모로코 지속가능에너지청, 그린수소 생산 프로젝트 Tan-Tan 추진",2023-10-05
일일동향,카메룬 광물 개발 확대에 따른 일자리 증가 및 세제 혜택 증대,2023-10-05
일일동향,"가나 LRGL社, 1천만 불 규모의 리튬 시추 사업 추진",2023-10-05
일일동향,"일본 경제산업성, JOGMEC·말레이시아 페트로나스社와 국경 간 이산화탄소 수송·저장 협력각서 서명",2023-10-11
일일동향,"러시아, 휘발유 및 경유 한시적 수출금지 일부 완화",2023-10-11
일일동향,"인도 ONGC社, 러시아 사할린-1 에너지 프로젝트 생산 석유 공급 희망",2023-10-11
일일동향,네덜란드 흐로닝헌 가스전(유럽 최대 육상 가스전) 가스생산 중단,2023-10-12
일일동향,탄자니아-캐나다 금광회사 간 채굴권 관련 손해배상 소송 잠정 중단,2023-10-13
일일동향,국제 리튬 가격 하락으로 칠레 리튬 수출액 최저 수준 기록,2023-10-13
일일동향,핀란드-에스토니아 연결 가스관(Balticconnector) 훼손 사고 발생,2023-10-16
일일동향,"일본 도쿄증권거래소, J-크레딧(탄소 배출거래 시장) 개설",2023-10-17
일일동향,"호주 Nickel Industries社, 인도네시아 니켈 제련소 투자 계획 발표",2023-10-17
일일동향,"탄자니아 광물부, 광물업 투자 기업 대상 간담회 개최",2023-10-18
일일동향,"덴마크 정부, 육상 태양광·풍력 생산량 4배 확대 방안 발표",2023-10-18
일일동향,"불가리아, Belene 원전 건설 중단 결정",2023-10-19
일일동향,"불가리아, 러시아산 석유 처리 단계적 중단 결정",2023-10-19
일일동향,"북독일 3개 연방주, 쿡스하펜 선언 채택",2023-10-24
일일동향,캐나다 연방대법원의 환경영향평가법 위헌 결정,2023-10-25
일일동향,파나마 꼬브레파나마 구리광산 신규법 타결,2023-10-26
일일동향,베트남 옌푸광산 희토류 및 철광석 불법채굴 관련자 기소,2023-10-26
일일동향,"인도네시아, 세계 니켈 시장 입지 강화 전망(LME WEEK 주요 내용)",2023-10-27
일일동향,카메룬 주요 광산 프로젝트 추진 동향,2023-10-27
일일동향,"콜롬비아, 2027년 이후 천연가스 수입 전환 전망",2023-10-31
일일동향,"독일, 올해 20년 만에 처음으로 전력수입국으로 전환",2023-10-31
일일동향,"중국, 흑연 수출통제 관련 상무부 언급",2023-10-31
일일동향,쿠웨이트 Al-Zour 석유화학단지 프로젝트 동향,2023-11-02
일일동향,캐나다 Coastal Gaslink 가스관(LNG Canada 프로젝트 연계 가스관) 완공,2023-11-02
일일동향,러시아산 경유의 對브라질 수출 증가,2023-11-02
일일동향,"캐나다 앨버타 주정부, 2024.3월부터 재생에너지 발전 신규 프로젝트 검토 재개 예정",2023-11-02
일일동향,EU 기후장관이사회 주요 결과,2023-11-02
일일동향,인도네시아 정의로운 에너지전환 파트너십 이행계획 초안 발표,2023-11-03
일일동향,"독일 정부, 에너지 가격 상한조치 연장 결정",2023-11-06
일일동향,사할린 석유 가스 산업단지’2024년 1단계 착공 예정,2023-11-06
일일동향,"스웨덴 정부, 신규 원전 신속 처리 절차(Fast Track) 추진 계획 발표",2023-11-07
